pair_id,participant_id,run,source_channel,source_time,control_time,recent_burst_count,exposed_post_outcome,control_post_outcome,source_pre_outcome
4159,sub-11,11,Pz-O2,238.10125,228.71751313379255,0,0,0,0
4160,sub-11,11,O1-O2,240.57075,217.79982229252695,0,1,0,0
4161,sub-11,11,Pz-O2,240.65525,247.04952219128273,2,0,0,1
4162,sub-11,11,Fp1-Fp2,243.2755,251.9143853912755,0,0,0,0
4163,sub-11,11,T6-O2,245.6335,224.7027963522821,0,0,0,0
4164,sub-11,11,P4-O2,246.85925,266.33593768620324,0,1,0,0
4165,sub-11,11,T4-T6,246.89775,224.93801483140626,1,0,0,1
4166,sub-11,11,T4-T6,254.89775,235.9870122871787,1,0,0,1
4167,sub-11,11,P3-Pz,256.94725,228.7241368539657,0,0,0,0
4168,sub-11,11,T4-T6,292.37025,280.9830107168114,0,0,0,0
4169,sub-11,11,C3-Fz,295.94875,283.68555763122913,0,0,0,0
4170,sub-12,1,Fp2-F8,5.85975,2.683445245698164,0,0,0,0
4171,sub-12,1,F7-F3,16.7225,7.810708981125632,0,0,0,0
4172,sub-12,1,C3-Pz,21.61575,13.233268576225017,0,0,0,0
4173,sub-12,1,T3-T5,40.14375,67.92775248048768,0,0,0,0
4174,sub-12,1,F8-F4,66.11875,95.61309767646671,0,0,0,0
4175,sub-12,1,C3-Pz,74.03325,52.56207365831183,0,0,0,0
4176,sub-12,1,F3-Fz,84.91075,68.27603663952398,0,1,0,0
4177,sub-12,1,Fp2-F4,85.3615,77.43884680471824,1,0,0,1
4178,sub-12,1,T4-F4,108.853,111.68621624919,0,0,0,0
4179,sub-12,1,F8-F4,127.99875,144.15334185781185,0,0,0,0
4180,sub-12,1,F4-Cz,135.25425,159.72011317318947,1,1,0,0
4181,sub-12,1,T4-F4,150.24475,180.11783212967399,0,0,0,0
4182,sub-12,1,F8-F4,165.61175,187.6678642570325,0,0,0,0
4183,sub-12,1,F3-C3,183.4765,175.93884893779958,0,0,0,0
4184,sub-12,1,C4-Fz,185.0745,164.4191591455793,0,1,0,0
4185,sub-12,1,F8-F4,185.293,206.27364542912278,1,0,0,1
4186,sub-12,1,Fp2-F4,206.23575,217.4780169989157,0,0,0,0
4187,sub-12,1,T4-F4,216.896,198.20564682735338,0,0,0,0
4188,sub-12,1,P4-Pz,219.40025,239.7080266319634,0,0,0,0
4189,sub-12,1,F4-C4,228.9385,214.2161087833383,0,0,0,0
4190,sub-12,1,Fp1-Fz,231.68025,236.83300918852132,0,0,0,0
4191,sub-12,1,C4-Fz,233.81025,244.86041787881456,0,1,0,0
4192,sub-12,1,C4-Fz,263.96975,277.204407882184,0,0,0,0
4193,sub-12,1,C4-Fz,266.10725,270.0756180643389,0,0,0,0
4194,sub-12,1,Fp2-Fz,273.95375,287.8815946849744,0,0,0,0
4195,sub-12,1,Fp2-F8,279.394,260.1472297972801,0,0,0,0
4196,sub-12,1,Fp2-F4,280.5715,294.76707822085723,0,0,0,0
4197,sub-12,1,P3-O1,290.78625,262.5243736385571,0,0,0,0
4198,sub-12,1,F8-F4,295.032,283.4131524326307,0,0,0,0
4199,sub-12,1,Fp2-Fz,297.88775,282.90962800890617,0,0,0,0
4200,sub-12,2,Fp2-F4,1.46,17.258395004869165,0,0,0,0
4201,sub-12,2,T4-F4,22.185,9.701058410212942,0,0,0,0
4202,sub-12,2,Fp1-Fz,23.464,30.673213995492425,1,0,1,1
4203,sub-12,2,F8-F4,30.6115,0.7739991445991734,0,1,0,0
4204,sub-12,2,P4-Pz,46.20225,38.807552429702824,0,0,0,0
4205,sub-12,2,C4-Fz,56.111,68.53349042123115,0,0,0,0
4206,sub-12,2,F4-Fz,62.366,73.30013014799093,0,0,1,0
4207,sub-12,2,Fp2-F4,69.23325,84.88683234091306,0,1,0,0
4208,sub-12,2,F4-C4,73.34075,63.34665171785379,0,1,0,0
4209,sub-12,2,F3-Fz,73.4055,69.9001929147088,1,1,0,1
4210,sub-12,2,Fp2-F4,78.0865,64.4309137450689,0,0,0,0
4211,sub-12,2,F4-Cz,79.21925,66.58314304371106,0,0,0,0
4212,sub-12,2,Fp1-F7,115.44925,123.20966367425069,0,1,0,0
4213,sub-12,2,C3-Fz,115.7995,135.29171887038945,1,1,0,1
4214,sub-12,2,Fp2-F8,135.00725,160.26853095056865,0,0,0,0
4215,sub-12,2,C3-Pz,141.99275,139.21504588972232,0,0,0,0
4216,sub-12,2,F8-F4,147.74425,161.25832043751635,0,0,0,0
4217,sub-12,2,F8-C4,162.779,154.9215207943458,0,0,0,0
4218,sub-12,2,F4-C4,167.46675,143.20434377858686,0,0,0,0
4219,sub-12,2,C4-Fz,170.4765,180.7842353580537,0,0,0,0
4220,sub-12,2,F4-C4,176.9135,189.7375857079196,0,0,0,0
4221,sub-12,2,Fp2-F4,181.40925,208.5745479864856,0,0,0,0
4222,sub-12,2,T4-F4,188.612,216.8032492820023,0,1,0,0
4223,sub-12,2,T4-F4,197.61175,185.8650537531611,0,0,0,0
4224,sub-12,2,C3-Fz,201.84225,176.37901448105708,0,0,0,0
4225,sub-12,2,Fp2-Fz,222.2745,200.96358439936475,0,0,0,0
4226,sub-12,2,C4-Fz,224.85675,203.85305502992946,0,0,0,0
4227,sub-12,2,Fp2-F4,228.0355,244.62871614205437,0,0,0,0
4228,sub-12,2,F3-C3,229.97675,245.14639708612026,0,1,0,0
4229,sub-12,2,F4-C4,230.042,205.4608473236146,1,0,0,1
4230,sub-12,2,C4-Fz,230.677,243.64508022492547,0,0,0,0
4231,sub-12,2,F8-F4,247.717,255.817809386726,0,0,0,0
4232,sub-12,2,Fp2-Fz,261.6015,270.8821011931249,1,0,0,0
4233,sub-12,2,F4-C4,288.02675,280.77329280361465,0,0,0,0
4234,sub-12,2,Fp2-Fz,297.04275,272.1547115827425,0,0,0,0
4235,sub-12,2,F4-C4,297.59075,279.0825458332706,0,0,0,0
4236,sub-12,3,C4-Fz,1.22175,14.774946501480066,0,0,0,0
4237,sub-12,3,Fp2-Fz,8.834,3.9966695182301573,0,0,0,0
4238,sub-12,3,F4-C4,26.7285,10.145934821402744,0,0,0,0
4239,sub-12,3,F4-C4,37.37475,66.2905501587843,0,0,0,0
4240,sub-12,3,Fz-Cz,84.99225,55.95457198880597,0,0,1,0
4241,sub-12,3,F3-Fz,100.532,85.28775744368258,1,0,0,1
4242,sub-12,3,F3-C3,142.622,123.502898593151,0,0,1,0
4243,sub-12,3,C3-P3,142.65025,165.03933190616334,1,1,0,0
4244,sub-12,3,C4-Cz,155.57225,166.99648845042628,0,0,0,0
4245,sub-12,3,F4-C4,155.79075,165.1946670644332,1,0,0,0
4246,sub-12,3,C4-Fz,158.86475,164.79675200213563,0,0,1,0
4247,sub-12,3,F8-F4,164.8385,137.74628596576665,0,0,0,0
4248,sub-12,3,F8-C4,199.34375,178.42631171964027,0,0,0,0
4249,sub-12,3,F4-Fz,200.14575,204.89893330822352,0,0,0,0
4250,sub-12,3,Fp1-F7,209.04225,189.23352667371643,0,1,0,0
4251,sub-12,3,F3-C3,209.374,217.3128050967443,1,0,0,1
4252,sub-12,3,Fp2-F8,216.642,228.30904345276167,0,1,0,0
4253,sub-12,3,F7-F3,217.01475,199.7879679354425,1,0,1,1
4254,sub-12,3,C4-Fz,229.35425,226.65382551397894,0,0,0,0
4255,sub-12,3,T6-O2,248.48925,245.06701256078622,0,1,0,0
4256,sub-12,3,F7-F3,248.63825,250.8140120933129,1,0,0,1
4257,sub-12,3,Fp1-F3,249.11575,264.0355491419284,1,1,1,0
4258,sub-12,3,T5-C3,249.5475,229.65684072753115,1,0,0,1
4259,sub-12,3,Fp1-Fz,250.633,224.14938789909735,0,0,0,0
4260,sub-12,3,F8-T4,251.7645,233.78286548650865,0,0,0,0
4261,sub-12,3,T4-P4,251.82325,266.81660841525274,1,0,0,0
4262,sub-12,3,P3-Pz,255.55475,247.62848809259816,0,0,0,0
4263,sub-12,3,P3-Pz,257.5015,285.13174554300303,0,0,0,0
4264,sub-12,3,C3-Fz,259.5525,282.31860669959184,0,0,0,0
4265,sub-12,3,Fp1-F7,261.0985,240.05820710573886,0,1,0,0
4266,sub-12,3,P3-Pz,261.2485,255.78146141446828,1,0,0,1
4267,sub-12,3,F8-T4,262.117,259.7708747484398,1,1,0,0
4268,sub-12,3,F3-Fz,263.638,254.7527733574226,0,0,0,0
4269,sub-12,3,Fp1-F7,264.4925,279.21463601052113,1,0,0,1
4270,sub-12,3,T5-P3,265.8545,238.03274549308748,0,1,0,0
4271,sub-12,3,F7-F3,266.09825,251.98252742371204,2,0,0,1
4272,sub-12,3,Fp1-Fz,266.666,243.7321774378019,0,0,0,0
4273,sub-12,3,T5-P3,267.3295,265.21848308254107,0,1,0,0
4274,sub-12,3,Fp1-Fz,267.36775,290.8850537954601,1,0,0,1
4275,sub-12,3,T3-F3,274.32275,271.77644604362496,0,0,0,0
4276,sub-12,3,C3-Fz,279.09725,274.9933667445647,0,0,0,0
4277,sub-12,3,P3-O1,280.5015,272.5073634122307,0,1,0,0
4278,sub-12,3,T4-C4,280.65025,259.8998393387667,1,1,0,1
4279,sub-12,3,T6-O2,281.0395,266.57277453385274,1,1,1,1
4280,sub-12,3,T3-T5,281.22625,286.4356368066999,1,0,0,1
4281,sub-12,3,T5-P3,281.27775,262.1812272761386,2,0,1,1
4282,sub-12,3,T4-F4,283.42925,291.7833142495529,0,0,0,0
4283,sub-12,3,F8-C4,285.94125,294.59652022879936,0,0,0,0
4284,sub-12,3,T6-P4,287.2995,261.9991905180386,0,0,1,0
4285,sub-12,3,P4-O2,287.956,273.6405124885476,0,0,0,0
4286,sub-12,3,T4-C4,292.286,298.57813155712995,0,0,0,0
4287,sub-12,3,F8-T4,292.35525,286.1091058442129,1,0,0,0
4288,sub-12,4,Fp2-F8,13.54925,32.34702850440437,0,0,0,0
4289,sub-12,4,Fp2-F8,25.77075,37.07170247818508,0,1,0,0
4290,sub-12,4,F3-C3,25.887,44.302385889725315,1,0,0,1
4291,sub-12,4,F4-Fz,40.56825,64.34861929327036,0,0,0,0
4292,sub-12,4,Fp2-Fz,44.0755,71.08694044075506,0,0,0,0
4293,sub-12,4,Fp2-F4,67.0345,56.238345625646815,0,1,0,0
4294,sub-12,4,C3-P3,67.128,40.8597800364161,1,0,0,1
4295,sub-12,4,Fp2-F4,77.2315,80.03486474270731,0,0,0,0
4296,sub-12,4,Fp2-F4,95.6825,83.91983423348051,0,0,0,0
4297,sub-12,4,Fp2-F8,98.8855,126.9381065641974,0,0,0,0
4298,sub-12,4,F8-F4,139.3425,159.371094209377,0,0,0,0
4299,sub-12,4,F4-C4,158.0575,134.80440031351156,0,0,0,0
4300,sub-12,4,Fp2-F8,161.851,135.34496467725413,0,0,0,0
4301,sub-12,4,Fp2-F8,181.02625,167.6870555902015,0,0,0,0
4302,sub-12,4,C4-Fz,182.40975,202.79996767759482,0,0,0,0
4303,sub-12,4,Fp2-F4,183.6825,181.5544088245094,0,0,0,0
4304,sub-12,4,F8-F4,207.05,233.6208180400999,0,0,0,0
4305,sub-12,4,C4-Fz,208.1325,179.8618212478163,0,0,0,0
4306,sub-12,4,Fp2-Fz,212.20175,229.37214280565806,0,0,0,0
4307,sub-12,4,Fp2-F8,216.8805,207.77816692817925,0,0,1,0
4308,sub-12,4,Fp2-F8,223.404,252.93826563736354,0,0,0,0
4309,sub-12,4,Fp2-F8,231.49625,234.52928556370628,0,0,0,0
4310,sub-12,4,Fp2-F8,278.383,270.6970624981343,0,0,0,0
4311,sub-12,4,F4-Fz,278.92125,262.48984529876617,0,1,0,0
4312,sub-12,4,Fp2-F8,283.889,254.4073080504695,0,0,0,0
4313,sub-12,5,Fp2-F8,0.60325,3.025563417835565,0,0,0,0
4314,sub-12,5,Fp2-Fz,18.61025,46.06121462859539,0,0,0,0
4315,sub-12,5,T5-C3,19.41875,1.5549705715446969,0,0,0,0
4316,sub-12,5,T4-F4,26.3575,48.91061818882133,0,0,0,0
4317,sub-12,5,F8-T4,36.74475,62.359411996985266,0,0,0,0
4318,sub-12,5,Fp2-F8,39.49175,57.78058112839037,0,1,0,0
4319,sub-12,5,Fp2-F8,64.3165,51.920456872718695,0,0,0,0
4320,sub-12,5,F8-F4,78.3975,51.84923009986889,0,0,0,0
4321,sub-12,5,C3-Pz,79.733,106.56575748970172,0,0,0,0
4322,sub-12,5,Fp2-F8,84.249,70.98857512178684,0,0,0,0
4323,sub-12,5,F3-C3,95.5345,106.12246481424334,0,0,0,0
4324,sub-12,5,C4-Fz,136.6075,155.11666318053366,0,0,0,0
4325,sub-12,5,F8-C4,138.34525,159.5357631373586,0,0,0,0
4326,sub-12,5,C4-Fz,174.5145,189.80740182714737,0,0,0,0
4327,sub-12,5,T6-O2,177.47225,181.77261466288502,0,0,0,0
4328,sub-12,5,T4-F4,193.241,212.69473739709196,0,1,0,0
4329,sub-12,5,Fp1-F7,195.78,172.4167881072469,0,0,0,0
4330,sub-12,5,P4-Cz,220.7065,200.745776372437,0,1,0,0
4331,sub-12,5,F3-Fz,227.23,248.31337230477737,0,1,0,0
4332,sub-12,5,Fp2-F8,269.543,254.2289956633788,0,0,0,0
4333,sub-12,5,F4-C4,275.391,248.8325640403412,0,1,0,0
4334,sub-12,5,C4-Pz,281.482,283.8621515384043,1,1,0,1
4335,sub-12,5,T3-C3,281.57175,275.8246856288341,2,0,1,1
4336,sub-12,5,F8-F4,282.55125,277.8453238163286,0,0,0,0
4337,sub-12,5,Fp2-F8,299.3005,278.9032810419807,0,0,0,0
4338,sub-12,6,Fp1-Fz,1.98375,21.10879241908342,0,0,0,0
4339,sub-12,6,Fp1-F3,22.50575,10.525030108474535,0,0,0,0
4340,sub-12,6,F7-F3,22.56225,2.2688575993963447,1,0,0,0
4341,sub-12,6,F4-Fz,47.8605,54.512955010377034,0,0,0,0
4342,sub-12,6,C4-Fz,51.26225,66.21760126992118,0,1,0,0
4343,sub-12,6,Fp2-F4,100.8905,85.57467649306223,0,0,0,0
4344,sub-12,6,Pz-O2,117.498,135.05738375528486,0,0,0,0
4345,sub-12,6,Fp1-Fz,123.343,143.63495745732388,1,0,0,1
4346,sub-12,6,F8-F4,139.83575,152.1913302185277,0,0,0,0
4347,sub-12,6,F3-Fz,142.858,167.13383401511206,0,1,0,0
4348,sub-12,6,Fp1-F7,142.93,162.0568978660074,1,1,0,1
4349,sub-12,6,T3-C3,161.329,165.48960317763243,0,0,0,0
4350,sub-12,6,F8-C4,161.96575,168.35870188690237,0,0,0,0
4351,sub-12,6,C3-Pz,176.68525,192.20415332910653,0,0,0,0
4352,sub-12,6,Fp1-F3,182.62525,174.87221919711249,0,0,0,0
4353,sub-12,6,C4-Pz,183.35625,166.1596826077391,0,0,0,0
4354,sub-12,6,C4-Pz,183.5285,211.22186447790048,1,1,0,0
4355,sub-12,6,F7-F3,183.97675,176.9726322991785,1,1,0,1
4356,sub-12,6,P4-O2,184.09025,161.57279929038407,1,0,1,1
4357,sub-12,6,F7-F3,187.17975,175.74908727888618,0,0,0,0
4358,sub-12,6,Fp1-F7,187.26675,211.4535592495321,1,0,0,0
4359,sub-12,6,T5-C3,197.7775,214.54760690708468,0,0,0,0
4360,sub-12,6,F7-C3,210.6655,240.10124909322414,0,0,0,0
4361,sub-12,6,F7-C3,210.9875,196.90470367034598,1,0,0,0
4362,sub-12,6,T6-O2,212.2215,222.87481172703048,0,1,0,0
4363,sub-12,6,C4-Pz,212.2805,187.22141069573752,1,1,1,1
4364,sub-12,6,F8-F4,212.351,184.30355819877917,2,1,0,1
4365,sub-12,6,F8-F4,213.2345,183.62479660202507,2,1,1,1
4366,sub-12,7,Fp2-F8,29.018,14.434084315513354,0,0,0,0
4367,sub-12,7,Fp2-F8,32.41425,17.539722474945826,0,0,0,0
4368,sub-12,7,Fp2-F8,54.0165,78.7530279406734,0,0,0,0
4369,sub-12,7,T4-F4,70.69925,93.41572199440787,0,0,0,0
4370,sub-12,7,F3-C3,81.47825,111.15840569574306,0,0,0,0
4371,sub-12,7,Fp2-F4,91.2005,71.88706256832712,0,0,0,0
4372,sub-12,7,T4-F4,139.243,162.65010648313296,0,0,0,0
4373,sub-12,7,Fp1-F3,141.178,168.86570241304906,0,0,0,0
4374,sub-12,7,T3-C3,149.75075,169.47340120109814,0,0,0,0
4375,sub-12,7,F8-F4,153.4095,169.04991354148078,0,0,0,0
4376,sub-12,7,Fp2-F8,194.51875,202.96688393034245,0,0,0,0
4377,sub-12,7,Fp2-F8,204.89225,211.93608587885296,0,0,0,0
4378,sub-12,7,T4-F4,217.7285,246.67902234964728,0,0,0,0
4379,sub-12,7,Fp2-Fz,225.2205,237.88982273493573,0,0,0,0
4380,sub-12,7,C3-Fz,225.899,252.08574050836592,0,0,0,0
4381,sub-12,7,Fp2-F8,236.47275,263.3716883591355,0,0,0,0
4382,sub-12,7,T3-T5,249.1115,226.19819429633796,1,0,0,1
4383,sub-12,7,T3-T5,255.616,267.04552316741876,0,0,0,0
4384,sub-12,7,F8-F4,258.807,240.34821898296144,0,0,0,0
4385,sub-12,7,C3-Cz,259.93275,289.2083615547865,0,0,0,0
4386,sub-12,7,Fp2-F8,267.78575,275.2223550466037,0,0,0,0
4387,sub-12,8,F8-F4,0.972,4.9065447022056325,0,0,0,0
4388,sub-12,8,Fp2-F4,61.1265,78.8928849789407,0,0,0,0
4389,sub-12,8,F8-F4,65.9135,92.21976209064769,0,0,0,0
4390,sub-12,8,Fp1-F3,75.063,87.66379450079353,0,0,0,0
4391,sub-12,8,F8-F4,83.62675,113.43656369770807,0,0,0,0
4392,sub-12,8,Fp2-F8,91.2295,95.21886183142936,0,0,0,0
4393,sub-12,8,F3-Fz,115.7475,127.20398788404923,0,0,0,0
4394,sub-12,8,Fp2-F8,128.72025,131.96144804593848,0,0,1,0
4395,sub-12,8,F8-F4,130.254,140.34659262350377,0,0,0,0
4396,sub-12,8,T4-F4,132.14275,103.31736127693884,0,0,0,0
4397,sub-12,8,C3-Pz,135.67425,162.00855395523914,0,0,0,0
4398,sub-12,8,Fp2-F8,163.70775,139.52019776863133,0,0,0,0
4399,sub-12,8,Fp2-Fz,174.925,168.79626607347947,0,1,0,0
4400,sub-12,8,Fp2-F4,177.01775,156.3948292141824,0,0,0,0
4401,sub-12,8,T6-P4,189.976,196.02082078774208,0,0,0,0
4402,sub-12,8,C4-Fz,197.9305,202.9636924830752,0,0,0,0
4403,sub-12,8,Fp1-F3,222.81825,230.35390158278383,1,0,0,1
4404,sub-12,8,F4-Fz,230.07525,217.6164392371654,0,0,0,0
4405,sub-12,8,T3-F3,252.28,256.5768612008031,1,1,0,0
4406,sub-12,8,T4-T6,252.95675,256.6030598248942,1,0,0,1
4407,sub-12,8,Fp1-F3,255.5005,278.7441247437663,0,1,0,0
4408,sub-12,8,T5-C3,256.067,253.14214656867549,1,1,0,0
4409,sub-12,8,P3-O1,285.95725,261.01897218604165,0,0,0,0
4410,sub-13,1,Fp1-F7,0.86775,4.19076625611526,0,0,0,0
4411,sub-13,1,T3-T5,4.79925,7.540391142741854,0,0,0,0
4412,sub-13,1,F3-Cz,36.67675,14.012584873831852,0,0,0,0
4413,sub-13,1,F3-Fz,40.94175,55.969851722195386,0,0,0,0
4414,sub-13,1,T3-C3,68.4465,65.25026430609947,0,0,0,0
4415,sub-13,1,T3-C3,75.64575,62.65342670731381,0,0,0,0
4416,sub-13,1,T3-F3,83.9995,73.33284480793286,0,0,0,0
4417,sub-13,1,Fp1-F3,88.136,92.81340672638106,0,0,0,0
4418,sub-13,1,Fp1-F3,127.5695,153.10663093852682,0,0,0,0
4419,sub-13,1,T3-C3,129.53325,141.2004049506634,0,0,0,0
4420,sub-13,1,Fp1-F3,190.67225,193.57348351850922,1,0,0,1
4421,sub-13,1,Fz-Cz,193.05875,179.02492253872757,0,1,0,0
4422,sub-13,2,T3-T5,21.53675,3.9801940636537623,0,0,0,0
4423,sub-13,2,T3-C3,46.8165,35.925816432880886,0,0,0,0
4424,sub-13,2,P3-Cz,103.56325,75.92920922226998,0,0,0,0
4425,sub-13,2,T3-P3,121.217,132.77591778310997,0,0,0,0
4426,sub-13,2,F7-T3,141.5285,115.51847633730046,0,0,0,0
4427,sub-13,2,T3-T5,142.72275,128.0930831903995,0,0,0,0
4428,sub-13,2,P4-Pz,156.964,180.53106560207758,0,0,0,0
4429,sub-13,2,F3-Cz,182.353,177.38689161558764,0,0,0,0
4430,sub-13,2,Fp1-Fp2,184.67325,196.1772772198722,1,0,0,0
4431,sub-13,2,F7-T3,195.92025,205.3003376171175,0,0,0,0
4432,sub-13,2,C4-Cz,202.92025,230.79967452585277,0,0,0,0
4433,sub-13,2,T3-F3,216.39775,209.3593601597305,0,0,0,0
4434,sub-13,2,F7-T3,228.03425,233.6174029051427,0,0,0,0
4435,sub-13,2,T3-T5,255.61725,259.91542905637976,0,0,0,0
4436,sub-13,2,F7-T3,278.311,261.4878048713612,0,1,0,0
4437,sub-13,2,Fp1-F3,278.68175,255.71508699742643,1,0,0,1
4438,sub-13,2,F7-T3,290.47225,273.7841938709365,0,0,0,0
4439,sub-14,1,Fp1-F3,29.2755,48.76431684333125,0,0,0,0
4440,sub-14,1,F8-T4,30.85275,57.65787451510086,0,0,0,0
4441,sub-14,1,F3-Cz,38.27775,49.40847015224914,0,0,0,0
4442,sub-14,1,T5-P3,39.37775,36.92835372708559,0,0,0,0
4443,sub-14,1,T3-T5,47.819,53.227759326549624,0,0,0,0
4444,sub-14,1,C4-Pz,64.1335,79.94277253267342,0,0,0,0
4445,sub-14,1,Fp1-F7,71.68875,63.179348642834384,0,0,0,0
4446,sub-14,1,C3-P3,77.11625,59.944929445870024,0,0,0,0
4447,sub-14,1,F7-F3,91.466,105.04179837489099,0,0,0,0
4448,sub-14,1,Fp2-F4,97.74,119.4949092557556,0,0,0,0
4449,sub-14,1,Fp1-F3,106.31675,129.4243577840677,0,0,0,0
4450,sub-14,1,F7-F3,114.127,103.3447859865814,0,0,0,0
4451,sub-14,1,T4-P4,124.8075,112.11520891952436,0,1,0,0
4452,sub-14,1,F3-C3,139.833,145.27197218661925,0,0,0,0
4453,sub-14,1,T3-P3,142.908,135.0090721904427,0,0,0,0
4454,sub-14,1,Fp1-F3,145.55675,163.71218971945163,0,0,0,0
4455,sub-14,1,C3-Cz,169.79725,160.19773707845545,0,0,0,0
4456,sub-14,1,T3-P3,184.73925,212.66132047491797,0,0,0,0
4457,sub-14,1,C4-Pz,187.87825,204.77865326235843,0,0,0,0
4458,sub-14,1,T4-F4,189.30625,167.30877747076798,0,0,0,0
4459,sub-14,1,F7-F3,194.07975,197.198748500521,0,0,0,0
4460,sub-14,1,C4-Fz,239.77425,255.57802070326423,0,0,0,0
4461,sub-14,1,Fp1-F3,252.5345,279.4262039202668,0,0,0,0
4462,sub-14,1,Fp2-F8,259.356,264.9708440551058,0,0,0,0
4463,sub-14,2,T3-F3,0.6505,10.352686470829193,0,0,0,0
4464,sub-14,2,T5-C3,4.655,26.128897012340648,0,0,0,0
4465,sub-14,2,F3-Cz,8.5955,5.253130490177808,0,0,0,0
4466,sub-14,2,F3-Cz,32.35575,19.332513850546746,0,0,0,0
4467,sub-14,2,F3-Cz,53.209,27.215367639986635,0,0,0,0
4468,sub-14,2,C3-Fz,56.96625,68.22037772240839,0,0,0,0
4469,sub-14,2,F3-C3,57.00375,64.25003593462083,1,0,0,0
4470,sub-14,2,C3-Cz,57.70475,28.66981132937157,0,0,0,0
4471,sub-14,2,Pz-O1,58.42075,70.05498608764394,1,0,0,0
4472,sub-14,2,T4-C4,64.18825,74.08723260066172,0,0,0,0
4473,sub-14,2,C4-P4,99.626,103.13626820608687,0,0,0,0
4474,sub-14,2,T5-P3,110.22125,127.29749530741134,0,0,0,0
4475,sub-14,2,Cz-Pz,126.68025,130.1511092350738,0,0,0,0
4476,sub-14,2,F3-Cz,146.8895,128.48471971192623,0,0,0,0
4477,sub-14,2,Cz-Pz,147.77325,134.72269711251835,0,0,0,0
4478,sub-14,2,P3-Cz,210.27225,229.5005222127894,1,0,0,1
4479,sub-14,2,F4-Cz,229.227,215.16836207838853,0,0,0,0
4480,sub-14,3,Pz-O1,24.80075,40.38980049498224,0,1,0,0
4481,sub-14,3,T6-O2,24.83625,32.98989348721595,1,0,0,1
4482,sub-14,3,F3-Cz,32.932,50.3262709966074,0,0,0,0
4483,sub-14,3,Pz-O2,41.99525,51.534049442610865,0,1,0,0
4484,sub-14,3,T5-C3,42.38075,25.328278756770068,1,0,0,1
4485,sub-14,3,F3-Fz,44.87725,17.30091168265463,0,0,0,0
4486,sub-14,3,T3-P3,45.395,67.10005434996786,0,0,0,0
4487,sub-14,3,F4-Cz,81.05975,95.03435803240495,0,0,0,0
4488,sub-14,3,P3-Cz,81.564,90.19540826408343,0,0,0,0
4489,sub-14,3,F3-Cz,88.04175,75.57708432858225,0,0,0,0
4490,sub-14,3,Fp1-F3,92.82725,119.31963583567568,0,0,0,0
4491,sub-14,3,F3-Fz,100.25125,96.05468258452022,0,0,0,0
4492,sub-14,3,F8-F4,128.185,131.26095834021933,0,0,0,0
4493,sub-14,3,F3-Cz,133.3085,125.02746214981886,0,0,0,0
4494,sub-14,3,C3-Pz,146.55125,137.84653551442864,0,0,0,0
4495,sub-14,3,T5-C3,155.91525,179.79627279424884,0,0,0,0
4496,sub-14,3,P3-Pz,169.1015,162.4733998875214,0,0,0,0
4497,sub-14,3,Fp1-F3,174.7255,193.6921379776588,0,0,0,0
4498,sub-14,3,P4-O2,184.85975,208.2914896219391,0,0,0,0
4499,sub-14,3,Fp2-F4,200.24525,194.04481347518515,0,0,0,0
4500,sub-14,3,F3-Cz,203.54975,192.6918952168397,0,0,0,0
4501,sub-14,3,Fp1-F3,205.34825,179.91493290223536,0,0,0,0
4502,sub-14,3,Fp1-F3,212.44275,221.8907890868392,0,0,0,0
4503,sub-14,3,F3-Fz,248.15,232.15595191065267,0,0,0,0
4504,sub-14,4,F3-Fz,33.68725,22.597592995282923,0,0,0,0
4505,sub-14,4,T6-C4,35.2665,56.28901134283528,0,0,0,0
4506,sub-14,4,T3-F3,62.06175,86.7802575974081,1,0,0,0
4507,sub-14,4,T3-T5,62.5885,81.64449072642807,0,0,0,0
4508,sub-14,4,F3-Fz,86.621,75.17786422698019,0,0,0,0
4509,sub-14,4,Fp1-F3,95.6715,106.02101851526294,0,0,0,0
4510,sub-14,4,T4-T6,101.96725,110.40842605288091,0,0,0,0
4511,sub-14,4,C3-Fz,118.01425,100.2884990609255,0,0,0,0
4512,sub-14,4,O1-O2,128.513,132.62097890015423,0,0,0,0
4513,sub-14,4,Fp2-Fz,137.2205,142.95148447305627,0,0,0,0
4514,sub-14,4,T4-F4,146.741,156.90695682952293,0,0,0,0
4515,sub-14,4,F8-C4,148.3235,161.84716150194674,0,0,0,0
4516,sub-14,4,F4-Fz,198.8545,227.3613824460165,0,0,0,0
4517,sub-14,4,F4-Cz,204.13375,201.69711218100556,0,0,0,0
4518,sub-14,4,F8-F4,257.10225,243.74178757068134,0,0,0,0
4519,sub-14,4,F4-Cz,258.035,252.64799698526105,0,0,0,0
4520,sub-14,4,T3-T5,283.7415,273.68826391052215,0,0,0,0
4521,sub-15,1,F4-C4,71.81275,56.67660057139968,0,0,0,0
4522,sub-15,1,T3-F3,87.32825,73.50616063720354,0,0,0,0
4523,sub-15,1,P4-Cz,112.84925,136.94604376355372,0,0,0,0
4524,sub-15,1,F7-F3,181.2415,206.87360304978986,0,1,0,0
4525,sub-15,1,T6-P4,189.32925,215.21749040108597,0,0,0,0
4526,sub-15,1,P4-Cz,196.23625,203.02040519348859,0,0,0,0
4527,sub-15,1,F4-Fz,197.789,218.68287171806296,0,0,0,0
4528,sub-15,1,P4-Cz,200.9115,187.17969005541468,0,0,0,0
